"subject"	"group"	"congruency"	"result"	"rt"
6	"test"	"congruent"	"correct"	0.71
6	"test"	"incongruent"	"correct"	0.484
6	"test"	"incongruent"	"correct"	0.843
6	"test"	"congruent"	"correct"	0.533
6	"test"	"incongruent"	"correct"	0.687
6	"test"	"incongruent"	"incorrect"	0.935
6	"test"	"congruent"	"correct"	0.622
6	"test"	"congruent"	"correct"	1.267
6	"test"	"congruent"	"correct"	0.89
6	"test"	"incongruent"	"correct"	0.957
6	"test"	"incongruent"	"correct"	0.933
6	"test"	"congruent"	"correct"	0.459
6	"test"	"congruent"	"correct"	1.207
6	"test"	"incongruent"	"correct"	1.833
6	"test"	"incongruent"	"correct"	1.076
6	"test"	"congruent"	"correct"	0.632
6	"test"	"congruent"	"correct"	0.651
6	"test"	"congruent"	"correct"	0.802
6	"test"	"incongruent"	"correct"	1.327
6	"test"	"incongruent"	"correct"	1.004
6	"test"	"incongruent"	"correct"	1.096
6	"test"	"congruent"	"correct"	0.994
6	"test"	"incongruent"	"correct"	0.887
6	"test"	"congruent"	"incorrect"	0.948
4	"test"	"congruent"	"correct"	0.574
4	"test"	"incongruent"	"correct"	0.629
4	"test"	"incongruent"	"correct"	0.782
4	"test"	"congruent"	"correct"	0.519
4	"test"	"congruent"	"correct"	0.524
4	"test"	"incongruent"	"correct"	0.685
4	"test"	"congruent"	"correct"	0.466
4	"test"	"incongruent"	"correct"	0.77
4	"test"	"congruent"	"correct"	0.527
4	"test"	"congruent"	"correct"	0.469
4	"test"	"incongruent"	"correct"	0.647
4	"test"	"incongruent"	"correct"	0.584
4	"test"	"congruent"	"correct"	0.474
4	"test"	"congruent"	"correct"	0.498
4	"test"	"incongruent"	"correct"	0.668
4	"test"	"incongruent"	"correct"	0.812
4	"test"	"incongruent"	"correct"	0.652
4	"test"	"incongruent"	"correct"	1.504
4	"test"	"congruent"	"correct"	0.582
4	"test"	"congruent"	"correct"	0.459
4	"test"	"incongruent"	"correct"	0.615
4	"test"	"incongruent"	"correct"	1.416
4	"test"	"congruent"	"correct"	0.613
4	"test"	"congruent"	"correct"	0.512
4	"test"	"incongruent"	"correct"	0.644
4	"test"	"congruent"	"correct"	0.424
4	"test"	"incongruent"	"correct"	0.662
4	"test"	"congruent"	"correct"	0.471
4	"test"	"incongruent"	"correct"	0.492
4	"test"	"congruent"	"correct"	0.571
4	"test"	"congruent"	"correct"	0.5
4	"test"	"incongruent"	"correct"	0.684
4	"test"	"congruent"	"correct"	0.503
4	"test"	"incongruent"	"correct"	0.894
4	"test"	"congruent"	"correct"	0.719
4	"test"	"incongruent"	"correct"	1.138
4	"test"	"incongruent"	"correct"	0.592
4	"test"	"congruent"	"correct"	0.659
4	"test"	"incongruent"	"correct"	0.649
4	"test"	"congruent"	"correct"	0.541
4	"test"	"incongruent"	"correct"	1.554
4	"test"	"congruent"	"correct"	0.581
4	"test"	"incongruent"	"correct"	0.78
4	"test"	"congruent"	"correct"	0.483
4	"test"	"incongruent"	"correct"	0.729
4	"test"	"incongruent"	"correct"	0.714
4	"test"	"congruent"	"correct"	0.532
4	"test"	"congruent"	"correct"	0.52
4	"test"	"congruent"	"correct"	0.531
4	"test"	"incongruent"	"correct"	0.826
4	"test"	"congruent"	"correct"	0.468
4	"test"	"incongruent"	"incorrect"	0.467
4	"test"	"incongruent"	"correct"	0.69
4	"test"	"congruent"	"correct"	0.593
4	"test"	"incongruent"	"incorrect"	0.178
4	"test"	"congruent"	"correct"	0.611
4	"test"	"congruent"	"correct"	0.542
4	"test"	"incongruent"	"correct"	0.925
4	"test"	"incongruent"	"correct"	0.893
4	"test"	"congruent"	"correct"	0.607
4	"test"	"congruent"	"correct"	0.524
4	"test"	"incongruent"	"correct"	0.979
4	"test"	"congruent"	"correct"	0.553
4	"test"	"incongruent"	"correct"	0.724
4	"test"	"congruent"	"correct"	0.554
4	"test"	"incongruent"	"correct"	0.798
4	"test"	"congruent"	"correct"	0.51
4	"test"	"incongruent"	"correct"	0.843
4	"test"	"incongruent"	"correct"	0.663
4	"test"	"congruent"	"correct"	0.563
4	"test"	"incongruent"	"correct"	0.64
4	"test"	"congruent"	"correct"	0.499
4	"test"	"incongruent"	"correct"	1.067
4	"test"	"congruent"	"correct"	0.503
4	"test"	"congruent"	"correct"	0.536
4	"test"	"incongruent"	"correct"	0.944
4	"test"	"congruent"	"correct"	0.468
4	"test"	"incongruent"	"correct"	1.003
4	"test"	"incongruent"	"correct"	0.866
4	"test"	"congruent"	"correct"	0.49
4	"test"	"incongruent"	"correct"	0.925
4	"test"	"congruent"	"correct"	0.574
4	"test"	"incongruent"	"correct"	1.138
4	"test"	"congruent"	"correct"	0.763
4	"test"	"congruent"	"correct"	0.572
4	"test"	"incongruent"	"correct"	0.961
4	"test"	"incongruent"	"correct"	0.778
4	"test"	"congruent"	"correct"	0.492
4	"test"	"congruent"	"correct"	0.405
4	"test"	"incongruent"	"correct"	0.964
4	"test"	"incongruent"	"correct"	0.786
4	"test"	"congruent"	"correct"	0.542
4	"test"	"incongruent"	"correct"	0.707
4	"test"	"incongruent"	"correct"	0.671
4	"test"	"congruent"	"correct"	0.678
4	"test"	"congruent"	"correct"	0.485
36	"control"	"incongruent"	"correct"	0.663
36	"control"	"incongruent"	"correct"	0.673
36	"control"	"congruent"	"correct"	0.569
36	"control"	"congruent"	"correct"	0.598
36	"control"	"congruent"	"correct"	0.48
36	"control"	"incongruent"	"correct"	0.521
36	"control"	"congruent"	"correct"	0.737
36	"control"	"incongruent"	"incorrect"	0.56
36	"control"	"congruent"	"correct"	0.689
36	"control"	"incongruent"	"correct"	0.608
36	"control"	"congruent"	"correct"	0.633
36	"control"	"incongruent"	"correct"	0.65
36	"control"	"incongruent"	"correct"	0.561
36	"control"	"congruent"	"correct"	0.498
36	"control"	"incongruent"	"correct"	0.522
36	"control"	"congruent"	"correct"	0.548
36	"control"	"incongruent"	"correct"	0.595
36	"control"	"incongruent"	"correct"	0.607
36	"control"	"congruent"	"correct"	0.531
36	"control"	"congruent"	"correct"	0.589
36	"control"	"incongruent"	"correct"	0.548
36	"control"	"incongruent"	"correct"	0.578
36	"control"	"congruent"	"correct"	0.46
36	"control"	"congruent"	"correct"	0.486
36	"control"	"incongruent"	"correct"	0.623
36	"control"	"congruent"	"correct"	0.543
36	"control"	"congruent"	"correct"	0.517
36	"control"	"incongruent"	"correct"	0.684
36	"control"	"congruent"	"correct"	0.572
36	"control"	"incongruent"	"correct"	0.515
36	"control"	"incongruent"	"correct"	0.486
36	"control"	"congruent"	"correct"	0.549
36	"control"	"incongruent"	"correct"	0.53
36	"control"	"congruent"	"correct"	0.461
36	"control"	"congruent"	"correct"	0.48
36	"control"	"incongruent"	"correct"	0.485
36	"control"	"congruent"	"correct"	0.451
36	"control"	"incongruent"	"correct"	0.473
36	"control"	"incongruent"	"correct"	0.528
36	"control"	"congruent"	"correct"	0.511
36	"control"	"incongruent"	"correct"	0.484
36	"control"	"incongruent"	"correct"	0.493
36	"control"	"congruent"	"correct"	0.568
36	"control"	"congruent"	"correct"	0.706
36	"control"	"incongruent"	"correct"	0.522
36	"control"	"incongruent"	"correct"	0.45
36	"control"	"congruent"	"correct"	0.508
36	"control"	"congruent"	"correct"	0.426
36	"control"	"congruent"	"correct"	0.482
36	"control"	"incongruent"	"correct"	0.534
36	"control"	"incongruent"	"correct"	0.489
36	"control"	"congruent"	"correct"	0.493
36	"control"	"incongruent"	"correct"	0.454
36	"control"	"incongruent"	"correct"	0.485
36	"control"	"congruent"	"correct"	0.441
36	"control"	"congruent"	"correct"	0.44
36	"control"	"incongruent"	"correct"	0.431
36	"control"	"congruent"	"correct"	0.454
36	"control"	"incongruent"	"correct"	0.556
36	"control"	"congruent"	"correct"	0.447
36	"control"	"incongruent"	"correct"	0.531
36	"control"	"incongruent"	"correct"	0.472
36	"control"	"congruent"	"correct"	0.412
36	"control"	"congruent"	"correct"	0.45
36	"control"	"congruent"	"correct"	0.404
36	"control"	"congruent"	"correct"	0.481
36	"control"	"incongruent"	"correct"	0.464
36	"control"	"incongruent"	"correct"	0.491
36	"control"	"incongruent"	"correct"	0.483
36	"control"	"congruent"	"correct"	0.469
36	"control"	"congruent"	"correct"	0.499
36	"control"	"incongruent"	"correct"	0.436
36	"control"	"congruent"	"correct"	0.53
36	"control"	"congruent"	"correct"	0.445
36	"control"	"incongruent"	"correct"	0.444
36	"control"	"incongruent"	"correct"	0.469
36	"control"	"incongruent"	"correct"	0.49
36	"control"	"congruent"	"correct"	0.517
36	"control"	"incongruent"	"correct"	0.538
36	"control"	"congruent"	"correct"	0.449
36	"control"	"incongruent"	"correct"	0.45
36	"control"	"congruent"	"correct"	0.4
36	"control"	"congruent"	"correct"	0.371
36	"control"	"incongruent"	"correct"	0.529
36	"control"	"incongruent"	"correct"	0.416
36	"control"	"congruent"	"correct"	0.466
36	"control"	"congruent"	"correct"	0.573
36	"control"	"incongruent"	"correct"	0.467
36	"control"	"incongruent"	"correct"	0.29
36	"control"	"congruent"	"correct"	0.5
36	"control"	"incongruent"	"correct"	0.292
36	"control"	"congruent"	"correct"	0.419
36	"control"	"incongruent"	"correct"	0.384
36	"control"	"congruent"	"correct"	0.463
36	"control"	"congruent"	"correct"	0.458
36	"control"	"incongruent"	"correct"	0.538
17	"test"	"congruent"	"correct"	1.039
17	"test"	"incongruent"	"correct"	1.029
17	"test"	"incongruent"	"correct"	1.319
17	"test"	"congruent"	"correct"	0.606
17	"test"	"congruent"	"correct"	0.515
17	"test"	"congruent"	"correct"	0.397
17	"test"	"incongruent"	"correct"	0.974
17	"test"	"incongruent"	"correct"	0.91
17	"test"	"congruent"	"correct"	0.681
17	"test"	"congruent"	"correct"	0.598
17	"test"	"incongruent"	"correct"	1.27
17	"test"	"incongruent"	"correct"	1.107
17	"test"	"congruent"	"correct"	0.619
17	"test"	"incongruent"	"correct"	0.73
17	"test"	"incongruent"	"correct"	1.036
17	"test"	"congruent"	"correct"	0.786
17	"test"	"congruent"	"correct"	0.624
17	"test"	"congruent"	"correct"	0.6
17	"test"	"incongruent"	"correct"	0.646
17	"test"	"incongruent"	"correct"	0.841
17	"test"	"congruent"	"correct"	0.604
17	"test"	"incongruent"	"correct"	1.191
17	"test"	"incongruent"	"correct"	1.37
17	"test"	"congruent"	"correct"	1.204
17	"test"	"congruent"	"correct"	0.606
17	"test"	"congruent"	"correct"	0.571
17	"test"	"incongruent"	"correct"	1.277
17	"test"	"incongruent"	"correct"	1.152
17	"test"	"incongruent"	"incorrect"	1.221
17	"test"	"congruent"	"incorrect"	0.961
17	"test"	"congruent"	"correct"	0.601
17	"test"	"incongruent"	"correct"	1.255
17	"test"	"congruent"	"correct"	0.716
17	"test"	"incongruent"	"incorrect"	1.997
17	"test"	"incongruent"	"timeout"	0
17	"test"	"congruent"	"correct"	0.96
17	"test"	"incongruent"	"correct"	1.396
17	"test"	"congruent"	"correct"	0.877
17	"test"	"incongruent"	"correct"	0.915
17	"test"	"congruent"	"correct"	0.452
17	"test"	"incongruent"	"timeout"	0
17	"test"	"incongruent"	"timeout"	0
17	"test"	"congruent"	"correct"	1.012
17	"test"	"congruent"	"correct"	0.517
17	"test"	"congruent"	"correct"	0.595
17	"test"	"incongruent"	"correct"	0.978
17	"test"	"congruent"	"correct"	1.017
17	"test"	"incongruent"	"incorrect"	1.337
17	"test"	"congruent"	"correct"	0.656
17	"test"	"congruent"	"correct"	0.646
17	"test"	"incongruent"	"incorrect"	1.485
17	"test"	"incongruent"	"correct"	1.584
17	"test"	"congruent"	"correct"	0.894
17	"test"	"incongruent"	"correct"	1.295
17	"test"	"incongruent"	"correct"	1.167
17	"test"	"congruent"	"correct"	0.612
17	"test"	"incongruent"	"correct"	1.027
17	"test"	"incongruent"	"correct"	1.12
17	"test"	"congruent"	"correct"	0.879
17	"test"	"congruent"	"correct"	0.568
17	"test"	"congruent"	"correct"	0.497
17	"test"	"incongruent"	"correct"	0.898
17	"test"	"incongruent"	"correct"	1.095
17	"test"	"congruent"	"correct"	0.93
17	"test"	"incongruent"	"timeout"	0
17	"test"	"congruent"	"correct"	0.952
17	"test"	"incongruent"	"correct"	1.232
17	"test"	"congruent"	"correct"	0.706
17	"test"	"incongruent"	"correct"	0.911
17	"test"	"incongruent"	"timeout"	0
17	"test"	"congruent"	"correct"	1.362
17	"test"	"congruent"	"correct"	0.827
17	"test"	"incongruent"	"incorrect"	1.24
17	"test"	"congruent"	"correct"	1.087
17	"test"	"congruent"	"correct"	0.624
17	"test"	"incongruent"	"correct"	1.02
17	"test"	"incongruent"	"correct"	0.936
17	"test"	"congruent"	"correct"	0.621
17	"test"	"congruent"	"correct"	0.66
17	"test"	"incongruent"	"correct"	0.86
17	"test"	"incongruent"	"correct"	1.508
17	"test"	"congruent"	"correct"	1.303
17	"test"	"incongruent"	"incorrect"	1.859
17	"test"	"congruent"	"correct"	1.421
17	"test"	"incongruent"	"correct"	0.823
17	"test"	"congruent"	"correct"	0.687
17	"test"	"incongruent"	"incorrect"	1.447
17	"test"	"congruent"	"correct"	1.375
17	"test"	"congruent"	"correct"	0.537
17	"test"	"incongruent"	"incorrect"	1.372
17	"test"	"congruent"	"correct"	0.891
17	"test"	"incongruent"	"correct"	1.603
17	"test"	"congruent"	"correct"	0.624
17	"test"	"incongruent"	"correct"	1.026
17	"test"	"incongruent"	"correct"	1.503
17	"test"	"congruent"	"correct"	1.002
31	"control"	"congruent"	"correct"	0.498
31	"control"	"congruent"	"correct"	0.484
31	"control"	"incongruent"	"incorrect"	0.495
31	"control"	"incongruent"	"correct"	0.528
31	"control"	"incongruent"	"correct"	0.695
31	"control"	"congruent"	"correct"	0.588
31	"control"	"congruent"	"correct"	0.499
31	"control"	"incongruent"	"correct"	0.612
31	"control"	"congruent"	"correct"	0.489
31	"control"	"congruent"	"correct"	0.461
31	"control"	"incongruent"	"correct"	0.668
31	"control"	"incongruent"	"incorrect"	0.47
31	"control"	"incongruent"	"correct"	0.514
31	"control"	"congruent"	"correct"	0.67
31	"control"	"incongruent"	"incorrect"	0.442
31	"control"	"congruent"	"correct"	0.621
31	"control"	"congruent"	"correct"	0.498
31	"control"	"incongruent"	"correct"	0.945
31	"control"	"incongruent"	"correct"	0.608
31	"control"	"congruent"	"correct"	0.614
31	"control"	"congruent"	"correct"	0.525
31	"control"	"congruent"	"correct"	0.405
31	"control"	"incongruent"	"incorrect"	0.574
31	"control"	"incongruent"	"correct"	0.71
31	"control"	"congruent"	"correct"	0.492
31	"control"	"incongruent"	"correct"	1.065
31	"control"	"incongruent"	"correct"	0.742
31	"control"	"congruent"	"correct"	0.57
31	"control"	"congruent"	"correct"	0.564
31	"control"	"congruent"	"correct"	0.369
31	"control"	"incongruent"	"correct"	0.637
31	"control"	"incongruent"	"correct"	0.602
31	"control"	"incongruent"	"correct"	0.547
31	"control"	"congruent"	"correct"	0.477
31	"control"	"incongruent"	"correct"	0.695
31	"control"	"congruent"	"correct"	0.342
31	"control"	"incongruent"	"correct"	0.597
31	"control"	"congruent"	"correct"	0.547
31	"control"	"congruent"	"correct"	0.384
31	"control"	"incongruent"	"correct"	0.648
31	"control"	"incongruent"	"incorrect"	0.67
31	"control"	"congruent"	"correct"	0.78
31	"control"	"congruent"	"correct"	0.598
31	"control"	"incongruent"	"incorrect"	0.462
31	"control"	"congruent"	"correct"	0.833
31	"control"	"incongruent"	"correct"	0.83
31	"control"	"incongruent"	"correct"	0.587
31	"control"	"congruent"	"correct"	0.483
31	"control"	"congruent"	"correct"	0.566
31	"control"	"incongruent"	"correct"	0.635
31	"control"	"incongruent"	"correct"	0.725
31	"control"	"congruent"	"correct"	0.799
31	"control"	"congruent"	"correct"	0.823
31	"control"	"incongruent"	"correct"	0.989
31	"control"	"congruent"	"correct"	0.542
31	"control"	"incongruent"	"correct"	0.699
31	"control"	"incongruent"	"correct"	0.701
31	"control"	"incongruent"	"correct"	1.14
31	"control"	"congruent"	"correct"	1.242
31	"control"	"congruent"	"correct"	0.447
31	"control"	"incongruent"	"correct"	0.804
31	"control"	"congruent"	"correct"	0.47
31	"control"	"incongruent"	"correct"	1.054
31	"control"	"congruent"	"correct"	0.577
31	"control"	"incongruent"	"correct"	0.528
31	"control"	"incongruent"	"correct"	0.694
31	"control"	"congruent"	"correct"	0.578
31	"control"	"congruent"	"correct"	0.73
31	"control"	"incongruent"	"correct"	0.628
31	"control"	"incongruent"	"correct"	0.685
31	"control"	"congruent"	"correct"	0.523
31	"control"	"congruent"	"correct"	0.77
31	"control"	"incongruent"	"correct"	0.987
31	"control"	"congruent"	"correct"	0.746
31	"control"	"congruent"	"correct"	0.565
31	"control"	"incongruent"	"correct"	0.85
31	"control"	"incongruent"	"correct"	0.628
31	"control"	"congruent"	"correct"	0.524
31	"control"	"incongruent"	"correct"	0.728
31	"control"	"congruent"	"correct"	0.675
31	"control"	"congruent"	"correct"	0.738
31	"control"	"congruent"	"correct"	0.46
31	"control"	"incongruent"	"correct"	0.657
31	"control"	"incongruent"	"incorrect"	0.526
31	"control"	"incongruent"	"correct"	1.013
31	"control"	"incongruent"	"correct"	0.709
31	"control"	"congruent"	"correct"	0.655
31	"control"	"congruent"	"correct"	0.502
31	"control"	"incongruent"	"correct"	1.205
31	"control"	"incongruent"	"correct"	0.679
31	"control"	"congruent"	"correct"	0.536
31	"control"	"congruent"	"correct"	0.493
31	"control"	"congruent"	"correct"	0.461
31	"control"	"congruent"	"correct"	0.734
31	"control"	"incongruent"	"correct"	1.14
31	"control"	"incongruent"	"correct"	0.859
21	"test"	"incongruent"	"correct"	1.209
21	"test"	"congruent"	"correct"	1.639
21	"test"	"incongruent"	"correct"	1.928
21	"test"	"congruent"	"correct"	1.35
21	"test"	"incongruent"	"incorrect"	1.573
21	"test"	"congruent"	"correct"	1.552
21	"test"	"incongruent"	"correct"	1.314
21	"test"	"congruent"	"correct"	1.161
21	"test"	"congruent"	"correct"	1.007
21	"test"	"incongruent"	"correct"	1.298
21	"test"	"congruent"	"correct"	1.296
21	"test"	"incongruent"	"correct"	1.039
21	"test"	"incongruent"	"correct"	1.301
21	"test"	"congruent"	"correct"	1.387
21	"test"	"incongruent"	"correct"	1.595
21	"test"	"congruent"	"correct"	1.388
21	"test"	"congruent"	"correct"	1.292
21	"test"	"incongruent"	"correct"	1.431
21	"test"	"incongruent"	"correct"	1.647
21	"test"	"congruent"	"correct"	1.211
21	"test"	"congruent"	"correct"	1.647
21	"test"	"incongruent"	"correct"	1.532
21	"test"	"congruent"	"correct"	1.317
21	"test"	"incongruent"	"correct"	1.232
21	"test"	"incongruent"	"correct"	1.474
21	"test"	"congruent"	"correct"	1.41
21	"test"	"congruent"	"correct"	1.187
21	"test"	"incongruent"	"correct"	1.284
21	"test"	"incongruent"	"correct"	1.195
21	"test"	"congruent"	"correct"	1.543
21	"test"	"congruent"	"correct"	1.212
21	"test"	"incongruent"	"correct"	1.251
21	"test"	"incongruent"	"timeout"	0
21	"test"	"incongruent"	"correct"	1.601
21	"test"	"congruent"	"correct"	1.421
21	"test"	"congruent"	"correct"	1.506
21	"test"	"incongruent"	"correct"	1.417
21	"test"	"congruent"	"correct"	1.688
21	"test"	"congruent"	"correct"	1.497
21	"test"	"incongruent"	"correct"	1.866
21	"test"	"congruent"	"correct"	1.468
21	"test"	"incongruent"	"timeout"	0
21	"test"	"incongruent"	"correct"	1.005
21	"test"	"congruent"	"correct"	0.828
21	"test"	"congruent"	"correct"	0.984
21	"test"	"incongruent"	"correct"	1.108
21	"test"	"congruent"	"correct"	0.846
21	"test"	"incongruent"	"correct"	0.928
21	"test"	"congruent"	"correct"	0.719
21	"test"	"congruent"	"correct"	0.951
21	"test"	"incongruent"	"correct"	1.203
21	"test"	"incongruent"	"correct"	1.208
21	"test"	"congruent"	"correct"	0.918
21	"test"	"incongruent"	"correct"	0.98
21	"test"	"congruent"	"correct"	0.935
21	"test"	"incongruent"	"correct"	1.332
21	"test"	"congruent"	"correct"	1.018
21	"test"	"congruent"	"correct"	0.807
21	"test"	"incongruent"	"correct"	1.262
21	"test"	"incongruent"	"correct"	1.562
21	"test"	"congruent"	"correct"	0.952
21	"test"	"congruent"	"correct"	0.824
21	"test"	"incongruent"	"correct"	1.444
21	"test"	"incongruent"	"timeout"	0
21	"test"	"incongruent"	"correct"	0.928
21	"test"	"incongruent"	"correct"	0.801
21	"test"	"congruent"	"correct"	0.884
21	"test"	"congruent"	"correct"	0.91
21	"test"	"congruent"	"correct"	0.763
21	"test"	"incongruent"	"correct"	0.859
21	"test"	"incongruent"	"correct"	1.035
21	"test"	"congruent"	"correct"	0.769
